,source,text,created_at,sentiment
398,Twitter for Android,The statement put out yesterday by @FoxNews was a disgrace to good broadcasting and journalism. Who would ever say something so nasty & dumb,2016-01-27 13:02:52+00:00,negative
399,Twitter for Android,Just got to listen to Rush Limbaugh - the guy is fantastic!,2016-01-27 19:01:01+00:00,positive
400,Twitter for Android,"Even though I beat him in the first six debates, especially the last one, Ted Cruz wants to debate me again. Can we do it in Canada?",2016-01-27 19:33:57+00:00,positive
403,Twitter for Android,I will be interviewed on @oreillyfactor tonight at 8:00 P.M. (Eastern). Enjoy!,2016-01-27 22:00:07+00:00,neutral
404,Twitter for iPhone,"It was the childishly written & taunting PR statement by Fox that made me not do the debate, more so than lightweight reporter, @megynkelly.",2016-01-27 22:49:44+00:00,negative
406,Twitter for iPhone,FOX debate advertising rates falling like a rock! Tune into my special event for the Veterans at 9pm EST!,2016-01-28 03:34:44+00:00,neutral
407,Twitter for iPhone,"On Greta, 87% of the people said they would not watch the debate if I'm not in it. Wow- what an honor!",2016-01-28 03:41:21+00:00,positive
421,Twitter for Android,"Wow, two candidates called last night and said they want to go to my event tonight at Drake University.",2016-01-28 11:56:16+00:00,neutral
424,Twitter for Android,"The ""debate"" tonight will be a total disaster - low ratings with advertisers and advertising rates dropping like a rock. I hate to see this.",2016-01-28 13:20:01+00:00,negative
435,Twitter Web Client,"I hear that @SenTedCruz’s $$ man, Robert Mercer, a good man, is very angry because Cruz lied to him about liquidating his (Ted’s) holdings.?",2016-01-28 19:52:03+00:00,neutral
438,Twitter for iPhone,"Watching biased Charles @krauthammer, a @FoxNews flunky who didn't know that I won every debate, in particular- the last one. Check polls!",2016-01-29 00:18:44+00:00,negative
439,Twitter for iPhone,"An unbelievable night in Iowa with our great Veterans! We raised $6,000,000.00 while the politicians talked! #GOPDebate",2016-01-29 03:54:32+00:00,positive
441,Twitter for iPhone,"Thank you for the kind words tonight, @OMAROSA. You were great! See you soon!",2016-01-29 05:29:31+00:00,positive
447,Twitter for Android,"Iowa was amazing last night. The event could not have worked out better. We raised $6,000,000 for our great vets. They were so happy & proud",2016-01-29 13:42:58+00:00,positive
448,Twitter for Android,"Getting ready to take off for Nashua, New Hampshire. Big crowd, will be there soon. Fun!",2016-01-29 13:45:39+00:00,positive
455,Twitter for iPhone,"They say that if I participated in last night’s Fox debate, they would have had 12 million more & would have broken the all time record.",2016-01-29 20:40:16+00:00,neutral
457,Twitter for Android,"The new e-mail release is a disaster for Hillary Clinton. At a minimum, how can someone with such bad judgement be our next president?",2016-01-29 23:51:34+00:00,negative
458,Twitter for Android,The great State of Nebraska can do much better than @BenSasse as your Senator. Saw him on @greta - totally ineffective. Wants paid for pols.,2016-01-30 01:10:56+00:00,negative
459,Twitter for Android,.@BenSasse looks more like a gym rat than a U.S. Senator. How the hell did he ever get elected?  @greta,2016-01-30 01:15:43+00:00,negative
460,Twitter for Android,"Amazing that Ted Cruz can't even get a Senator like @BenSasse, who is easy, to endorse him. Not one Senator  is endorsing Canada Ted!",2016-01-30 01:25:17+00:00,negative
461,Twitter for Android,".@FoxNews is the only network that does not even mention my very successful event last night. $6,000,000 raised in one hour for our VETS.",2016-01-30 01:31:51+00:00,negative
462,Twitter for Android,".@oreillyfactor  The people of Iowa love the fact that I stuck up for my rights, as I will do for the U.S. Also got $6,000,000 for our VETS!",2016-01-30 01:41:51+00:00,positive
467,Twitter for Android,Hillary Clinton is a major national security risk. Not presidential material!,2016-01-30 03:52:49+00:00,negative
468,Twitter for Android,"I will be in Iowa all day and until Tuesday morning. Finally, after all these years of watching stupidity, we will MAKE AMERICA GREAT AGAIN!",2016-01-30 12:38:44+00:00,positive
472,Twitter for Android,"The Cruz campaign issued a dishonest and deceptive get out the vote ad calling voters ""in violation."" They are now under investigation. Bad!",2016-01-31 12:22:48+00:00,negative
473,Twitter for Android,".@bobvanderplaats is a total phony and dishonest guy. Asked me for expensive hotel rooms, free (and more). I said pay and he endorsed Cruz!",2016-01-31 12:31:03+00:00,negative
474,Twitter for Android,".@bobvanderplaats asked me to do an event. The people holding the event called me to say he wanted $100,000 for himself.Phony @foxandfriends",2016-01-31 12:36:39+00:00,negative
475,Twitter for Android,".@bobvanderplaats is a total phony and con man. When I wouldn't give him free hotel rooms and much more, he endorsed Cruz. @foxandfriends",2016-01-31 12:42:28+00:00,negative
476,Twitter for Android,"I will be going to church in Iowa this morning with my wife, Melania. After church I will be making two speeches and touring the State!",2016-01-31 12:49:34+00:00,neutral
477,Twitter for Android,"Ted Cruz is totally unelectable, if he even gets to run (born in Canada). Will loose big to Hillary. Polls show I beat Hillary easily! WIN!",2016-01-31 13:06:25+00:00,negative
478,Twitter for Android,"Ted Cruz is in trouble for not reporting his bank borrowing in his very important Financial Disclosure Form. Very low interest loans, scam!",2016-01-31 13:16:37+00:00,negative
479,Twitter for Android,"Wow, just saw an ad - Cruz is lying on so many levels. There is nobody more against ObamaCare than me, will repeal & replace. He lies!",2016-01-31 14:22:35+00:00,negative
480,Twitter for Android,"By not doing the failed, poorly rated debate, I was able to make the point of not allowing ""unfairness"" - while raising $6,000,000 for VETS.",2016-01-31 14:32:03+00:00,neutral
481,Twitter for Android,"If I would have done the last debate, a record would have been set (instead of the poor ratings recieved). Also, VETS got $6,000,000.",2016-01-31 14:40:25+00:00,neutral
482,Twitter for Android,I am in Iowa. Will be interviewed on This Week With @GStephanopoulos  this morning. ENJOY!,2016-01-31 14:44:00+00:00,neutral
483,Twitter for Android,I will be interviewed on Face The Nation with @jdickerson this morning. Enjoy!,2016-01-31 14:47:07+00:00,neutral
485,Twitter for iPhone,So nice to get an endorsement from the founder and owner of Pizza Ranch in Iowa! A great guy and great places! #CaucusForTrump,2016-01-31 16:47:44+00:00,positive
490,Twitter for Android,It all begins today - WE WILL FINALLY TAKE OUR COUNTRY BACK AND MAKE AMERICA GREAT AGAIN!,2016-02-01 13:25:20+00:00,positive
493,Twitter for Android,My experience in Iowa was a great one. I started out with all of the experts saying I couldn't do well there and ended up in 2nd place. Nice,2016-02-02 16:03:21+00:00,positive
494,Twitter for Android,"Because I was told I could not do well in Iowa, I spent very little there - a fraction of Cruz & Rubio. Came in a strong second. Great honor",2016-02-02 16:14:24+00:00,positive
495,Twitter for Android,The media has not covered my long-shot great finish in Iowa fairly. Brought in record voters and got second highest vote total in history!,2016-02-02 16:29:05+00:00,positive
496,Twitter for Android,I will be talking about my wonderful experience in Iowa and the simultaneous unfair treatment by the media-later in New Hampshire. Big crowd,2016-02-02 16:34:02+00:00,positive
497,Twitter for Android,"I don't believe I have been given any credit by the voters for self-funding my campaign, the only one. I will keep doing, but not worth it!",2016-02-02 16:39:05+00:00,neutral
499,Twitter Web Client,".@Morning_Joe  @mikebarnicle on @realDonaldTrump: He finished 2nd but he made the turn successfully like a pro""",2016-02-02 19:15:55+00:00,neutral
507,Twitter Web Client,"Anybody who watched all of Ted Cruz's far too long, rambling, overly flamboyant speech last nite would say that was his Howard Dean moment!",2016-02-02 20:02:48+00:00,negative
509,Twitter for Android,Great job on @donlemon tonight @kayleighmcenany  @cherijacobus begged us for a job. We said no and she went hostile. A real dummy! @CNN,2016-02-03 05:12:23+00:00,negative
510,Twitter for Android,"Ted Cruz didn't win Iowa, he stole it. That is why all of the polls were so wrong and why he got far more votes than anticipated. Bad!",2016-02-03 13:47:33+00:00,negative
511,Twitter for Android,"During primetime of the Iowa Caucus, Cruz put out a release that @RealBenCarson was quitting the race, and to caucus (or vote) for Cruz.",2016-02-03 13:56:48+00:00,neutral
512,Twitter for Android,"Many people voted for Cruz over Carson because of this Cruz fraud. Also, Cruz sent out a VOTER VIOLATION certificate to thousands of voters.",2016-02-03 14:07:25+00:00,negative
513,Twitter for Android,The Voter Violation certificate gave poor marks to the unsuspecting voter(grade of F) and told them to clear it up by voting for Cruz. Fraud,2016-02-03 14:10:53+00:00,negative
514,Twitter for Android,"And finally, Cruz strongly told thousands of caucusgoers (voters) that Trump was strongly in favor of ObamaCare and ""choice"" - a total lie!",2016-02-03 14:21:03+00:00,negative
515,Twitter for Android,"Based on the fraud committed by Senator Ted Cruz during the Iowa Caucus, either a new election should take place or Cruz results nullified.",2016-02-03 14:28:59+00:00,negative
516,Twitter for Android,I will be interviewed on @greta at 7:00 P.M. Enjoy! @FoxNews,2016-02-03 19:09:38+00:00,neutral
518,Twitter for iPhone,The State of Iowa should disqualify Ted Cruz from the most recent election on the basis that he cheated- a total fraud!,2016-02-03 19:25:08+00:00,negative
519,Twitter for iPhone,"Cruz just lied again- I am, and have been totally against #ObamaCare- repeal and replace!",2016-02-03 20:22:46+00:00,negative
520,Twitter for iPhone,"Dr. Ben Carson blasted Ted Cruz for ""deceit and dirty tricks and lies.""",2016-02-03 20:44:28+00:00,neutral
525,Twitter for Android,Sanders says he wants to run against me because he doesn't want to run against me. He would be so easy to beat!,2016-02-04 03:11:26+00:00,positive
526,Twitter for iPhone,"Thank you @billoreilly & @KarlRove. Ted Cruz should be immediately disqualified in Iowa, with each candidate moving up one notch.",2016-02-04 06:33:27+00:00,negative
528,Twitter for iPhone,".@oreillyfactor @KarlRove- as per the show, an even more serious Cruz charge is the fraudulent voter violation certificate sent to everyone.",2016-02-04 06:36:44+00:00,negative
532,Twitter for iPhone,I will be interviewed by Anderson Cooper at 8pm on @CNN from New Hampshire. Should be very interesting!,2016-02-04 22:28:58+00:00,neutral
533,Twitter for Android,Watch @AC360 on NOW! @CNN,2016-02-05 01:03:23+00:00,neutral
536,Twitter Web Client,Big storm in New Hampshire. Moved my event to Monday. Will be there next four days.,2016-02-05 16:50:49+00:00,neutral
538,Twitter Web Client,"I very much look forward to tomorrow’s debate in New Hampshire—so many things to say, so much at stake. It will be an incredible evening!",2016-02-05 20:29:19+00:00,positive
539,Twitter Web Client,Such great support in New Hampshire. So many people are working so hard to #MakeAmericaGreatAgain!,2016-02-05 20:36:19+00:00,positive
540,Twitter for iPhone,"Heading to South Carolina, really big crowd! Will be back in New Hampshire tomorrow.
#MakeAmericaGreatAgain",2016-02-05 21:12:15+00:00,positive
545,Twitter for iPhone,"Really dumb @CheriJacobus. Begged my people for a job. Turned her down twice and she went hostile. Major loser, zero credibility!",2016-02-06 02:01:35+00:00,negative
555,Twitter for Android,"Wow, Jeb Bush, whose campaign is a total disaster, had to bring in mommy to take a slap at me. Not nice!",2016-02-06 14:37:35+00:00,negative
563,Twitter for Android,I love New Hampshire - will be an exciting evening!,2016-02-06 21:40:04+00:00,neutral
581,Twitter for iPhone,I will be on State of the Union @CNN with @jaketapper at 9am. Enjoy!,2016-02-07 13:19:33+00:00,neutral
582,Twitter for iPhone,I am on @foxandfriends now! Tune in!,2016-02-07 13:43:47+00:00,neutral
